datetime,timestamp,zone_name,total_consumption_avg,power_production_biomass_avg,power_production_coal_avg,power_production_gas_avg,power_production_hydro_avg,power_production_nuclear_avg,power_production_oil_avg,power_production_solar_avg,power_production_wind_avg,power_production_geothermal_avg,power_production_unknown_avg
2019-01-02 02:00:00,1546394400,KR,58065.07875320459,801.4863156468482,23261.625450226184,14700.798821586584,555.0335744129256,16794.667508822648,432.15710652659027,0.0,300.99360636208894,0.0,1218.3163696207146
2019-01-02 03:00:00,1546398000,KR,58495.789411406986,801.4863156468482,23481.540178632873,14839.779744786823,560.2808456337089,16794.667508822648,432.15710652659027,0.0,367.5613417367825,0.0,1218.3163696207146
2019-01-02 04:00:00,1546401600,KR,60246.39290973555,801.4863156468482,24624.931280429708,15562.375962229746,587.5627074081646,16794.667508822648,432.15710652659027,0.0,224.89565905113747,0.0,1218.3163696207146
2019-01-02 05:00:00,1546405200,KR,64427.04570717678,801.4863156468482,27203.431769705494,17191.927475528548,649.08696959915,16794.667508822648,432.15710652659027,0.0,135.9721917267841,0.0,1218.3163696207146
2019-01-02 06:00:00,1546408800,KR,70687.44754142234,801.4863156468482,31026.278982824962,19607.876779070695,740.3019432763897,16794.667508822648,432.15710652659027,0.0,66.36253563348488,0.0,1218.3163696207146
2019-01-02 07:00:00,1546412400,KR,75232.65338592912,801.4863156468482,33729.12860676617,21316.01401357226,804.7932356448742,16794.667508822648,432.15710652659027,0.0,136.09022932901138,0.0,1218.3163696207146
2019-01-02 08:00:00,1546416000,KR,76436.18883202467,801.4863156468482,34402.13094164966,21741.33562115941,820.8513951366907,16794.667508822648,432.15710652659027,0.0,225.24357346211167,0.0,1218.3163696207146
2019-01-02 09:00:00,1546419600,KR,76657.75871195996,801.4863156468482,34449.99321088219,21771.583446817058,821.9934119071219,16794.667508822648,432.15710652659027,0.0,367.5613417367825,0.0,1218.3163696207146
2019-01-02 10:00:00,1546423200,KR,77057.73529999409,801.4863156468482,34731.89805145578,21949.740659302974,828.719797027657,16794.667508822648,432.15710652659027,0.0,300.7494915908812,0.0,1218.3163696207146
2019-01-02 11:00:00,1546426800,KR,76981.40273964894,801.4863156468482,34732.442967481584,21950.08503338324,828.7327989861918,16794.667508822648,432.15710652659027,0.0,223.5146391811217,0.0,1218.3163696207146
2019-01-02 12:00:00,1546430400,KR,76594.8412445795,801.4863156468482,34527.60683903611,21820.633429835038,823.8453104147993,16794.667508822648,432.15710652659027,0.0,176.12836467674327,0.0,1218.3163696207146
2019-01-02 13:00:00,1546434000,KR,76804.99767404387,801.4863156468482,34099.15370740105,21549.861152716094,813.6222125651386,16794.667508822648,432.15710652659027,887.0916062235056,208.64169452128272,0.0,1218.3163696207146
2019-01-02 14:00:00,1546437600,KR,76673.15540694489,801.4863156468482,29366.932092072715,18559.208668221334,700.7091281510717,16794.667508822648,432.15710652659027,8575.218860160554,224.45935772240836,0.0,1218.3163696207146
2019-01-02 15:00:00,1546441200,KR,76777.1093511134,801.4863156468482,22442.886996285913,14183.375422923973,535.4980810067516,16794.667508822648,432.15710652659027,20107.409741066127,261.3118092138156,0.0,1218.3163696207146
2019-01-02 16:00:00,1546444800,KR,78731.72727458632,801.4863156468482,34136.019482597556,21573.159453418484,814.5018476974559,16794.667508822648,432.15710652659027,2661.2748186705167,300.14437158549345,0.0,1218.3163696207146
2019-01-02 17:00:00,1546448400,KR,82273.79759834043,801.4863156468482,37869.43281354775,23932.58865210307,903.5828859194861,16794.667508822648,432.15710652659027,0.0,321.56594615331835,0.0,1218.3163696207146
2019-01-02 18:00:00,1546452000,KR,82437.0,801.4863156468482,37940.21696255285,23977.322565324557,905.2718297690095,16794.667508822648,432.15710652659027,0.0,367.5613417367825,0.0,1218.3163696207146
